tag	type	text
2146	F	<par><hanform>蝙蝠</hanform> OC (<latinform>*pi̯ŭk</latinform>), GSR (not in #933) &apos;bat (animal)&apos;; Schuessler 2007:165 ST <latinform>*p/bək</latinform>; B &amp; S 2011: (<latinform>*pək</latinform>); Mand. <latinform>fú</latinform>.</par><par><latinform>Comment:</latinform> In Chinese, <hanform>蝙</hanform> <latinform>fú</latinform> is usually found in the compound <hanform>蝙</hanform><hanform>蝙</hanform>, Mand. <latinform>biānfú</latinform>, which is the common word for &apos;bat (animal)&apos;. The compound itself is of quite ancient origin (cf. <emph>Shuowen</emph>).</par>
2228	T	<par>This root, most abundantly attested in Himalayish, appears with all three dental suffixes, <latinform>-n</latinform>, <latinform>-t</latinform>, and <latinform>-s</latinform>. Some Bodo-Garo forms seem to show metathesis of the prefix and the root initial.</par>
2228	F	<par><hanform>古</hanform> OC <latinform>*ko</latinform>, GSR #49a-e &apos;old&apos;; Schuessler 2007:259 <latinform>*kâʔ</latinform>; B &amp; S 2011: <latinform>*kˁa</latinform>; Mand. <latinform>gǔ</latinform>.<br /><hanform>故</hanform> OC <latinform>*ko</latinform>, GSR #49i &apos;old (not new)&apos;; Schuessler 2007:259,263 <latinform>*kâh</latinform>; B &amp; S 2011: <latinform>*kˁaʔ-s</latinform>; Mand. <latinform>gù</latinform>.</par>
1018	F	<par><hanform>殺</hanform> OC <latinform>*sɑ̆t</latinform>, GSR #319d-e &apos;kill&apos;; Schuessler 2007:452 <latinform>*srât</latinform>; B &amp; S 2011: <latinform>*s‹r›at</latinform>; Mand. <latinform>shā</latinform>.</par>
4135	T	<par>This root is well established in Kuki-Chin and Jingpho-Asakian.</par>
1735	T	<par>This poorly attested root requires further confirmation.</par>
1750	T	<par>This root has so far only been discovered in Tibetan dialects.</par>
1461	T	<par>This root is reconstructed in Weidert 1987:19. There is a perhaps fortuitous resemblance with Nepali <latinform>khur-kənu</latinform> &apos;scrape off&apos; (cf. the Indo-Aryan etymon <reconstruction>*KUR</reconstruction> &apos;scrape&apos; in Turner 1966:171), but in any case this could only have affected the Chepang and Dolakha Newar forms.</par>
5358	T	<par>From Bengali <latinform>kharagōśa</latinform>, borrowed from Persian <latinform>xar-guš</latinform> ‘hare’ (lit. ‘donkey-ear’).</par>
574	F	<par><unicode>21c42</unicode> OC <reconstruction>*d’wən</reconstruction>, GSR #429a &apos;buttocks&apos;; Mand. <latinform>tún</latinform>.</par><par><hanform>臀</hanform> OC <reconstruction>*d’wən</reconstruction>, GSR #429b-c ‘buttocks’; Li 1971: <reconstruction>*dən</reconstruction>; Baxter 1992: <reconstruction>*dun</reconstruction>; Mand. <latinform>tún</latinform>.</par><par><hanform>殿</hanform> OC <reconstruction>*tiən</reconstruction>, GSR #429d ‘rear of army’; Li 1971: <reconstruction>*tiənh</reconstruction>; Baxter 1992: <reconstruction>*tɨns</reconstruction>; Mand. <latinform>diàn</latinform>.</par><par><hanform>沌</hanform> OC <reconstruction>*d’wən</reconstruction>, GSR #427h ‘confused, stupid’; Li 1971: <reconstruction>*dənx</reconstruction>; Baxter 1992: <reconstruction>*dunʔ</reconstruction>; Mand.  <latinform>dùn</latinform>.</par><par><hanform>鈍</hanform> OC <reconstruction>*d’wən</reconstruction>, GSR #427i ‘dull’; Li 1971: <reconstruction>*dənh</reconstruction>; Baxter 1992: <reconstruction>*duns</reconstruction>; Mand. <latinform>dùn</latinform>.</par><par><hanform>頓</hanform> OC <reconstruction>*twən</reconstruction>, GSR #427j ‘worn, dull, spoiled’; Li 1971: <reconstruction>*tənh</reconstruction>; Baxter 1992: <reconstruction>*tuns</reconstruction>; Mand. <latinform>dùn</latinform>.</par>
101	T	<par>This etymon is particularly well-attested in Lolo-Burmese, where there is strong evidence for the final <reconstruction>*-p</reconstruction>.</par><par>Other languages seem to point to an open-syllable variant.</par><par>The Qiang (Mawo) binome <latinform>ɕi pi</latinform> might possibly be a dimidiation of the monosyllable with final <latinform>-p</latinform>. The term &apos;dimidiation&apos; is due to Peter Boodberg, who used it to describe the practice of using two Chinese characters to transcribe a single syllable.</par>
1221	T	"<par>Many languages (e.g. in the Chin group) reflect the simple form <latinform>*lu</latinform>. Other languages (e.g. Chang, Lotha, Naxi) show disyllabic forms, which are plausibly analyzed as sequences of <xref ref=""386"">#386</xref> and <xref ref=""1221"">#1221</xref>. In still other languages (e.g. Camling, Dumi, Milang), these two syllables have been compressed into one. For our present purposes, we are treating the latter two cases as reflecting the monosyllabized root, whether or not they are presently disyllabic.</par><par>The forms assigned to this root are distinct from Qiangic and Burmish compounds for HEAD where the last element descends from <xref ref=""690"">#690</xref>.</par>"
1221	T	"<par>This etymon is perhaps related to <xref ref=""11"">#11</xref> and/or to WB <latinform>lu</latinform> ‘person’ .</par>"
1221	F	<par><hanform>首</hanform> OC <latinform>*śi̯ôg</latinform>, GSR #1102a-c &apos;head&apos;; Schuessler 2007:470 <latinform>*lhuʔ</latinform>; B &amp; S 2011: <latinform>*l̥uʔ-s</latinform>; Mand. <latinform>shǒu</latinform>.</par>
707	T	<par>This phonologically distinctive root has so far been uncovered only in a few Himalayan languages.</par><par>There is a closely similar root meaning PALM in several Kiranti languages, which seems rather to be related to <reconstruction>*pleŋ</reconstruction> &apos;flat surface; plank; slab&apos; (STC #138).</par>
707	F	<par><hanform>平</hanform> OC <latinform>*bʼi̯ĕng</latinform>, GSR #825a &apos;flat, even&apos;; B &amp; S 2011: <latinform>*breŋ</latinform>; Mand. <latinform>píng</latinform>.</par>
707	T	"<par>As discussed in Matisoff 1988 (&quot;Straight, flat, full&quot;), this root is allofamically related both to <xref ref=""111"">#111</xref> and <xref ref=""2160"">#2160</xref>, the common semantic core being &quot;a complete or ideal realization of a quality appropriate to a particular dimensionality in space&quot;.</par>"
189	T	<par>This root is abundantly attested in Tani, with scattered apparent cognates elsewhere.</par>
4769	T	<par>This etymon evidently has an onomatopoetic component.</par>
2005	T	"<par>This root occurs as the second element in compounds that begin with <xref ref=""385"">#385</xref> in two languages, although much more confirmation is needed to set it up for TB as a whole.</par>"
495	T	"<par>In line with the frequently noted tendency of words meaning NECK / THROAT to have velar initials, we have reconstructed no fewer than eleven etyma with initial velars or velar clusters: <xref ref=""389"">#389</xref>, <xref ref=""481"">#481</xref>, <xref ref=""486"">#486</xref>, <xref ref=""488"">#488</xref>, <xref ref=""489"">#489</xref>, <xref ref=""491"">#491</xref>, <xref ref=""493"">#493</xref>, <xref ref=""494"">#494</xref>, <xref ref=""495"">#495</xref>, <xref ref=""3361"">#3361</xref>, and <xref ref=""5651"">#5651</xref>.</par><par>It is highly likely that some of these etyma are allofams of each other. It is equally likely that a given supporting form may have been assigned to the wrong etymon. However, on the basis of the available data, this may be the best that can be done at this point.</par>"
2512	T	"<par>There are three similar roots in this semantic area, all possibly related. Cf. <xref ref=""4819"">#4819</xref> and <xref ref=""4903"">#4903</xref>.</par>"
2512	F	"<par><latinform>Comment:</latinform>: Cf. <hanform>揉</hanform> <latinform>róu</latinform>, comparandum for <xref ref=""2510"">#2510</xref>.</par>"
1817	T	"<par>This root bears a strong resemblance to <xref ref=""1816"">#1816</xref>, and might well be combined with it in the future.</par>"
2739	T	"<par>As indicated in HPTB p. 380, it is sometimes quite difficult to distinguish the Loloish reflexes of the present root from those of <xref ref=""2313"">#2313</xref>. For now, we are assigning most forms with front vowels to <xref ref=""2313"">#2313</xref> and most of the others to <xref ref=""2739"">#2739</xref>.</par><par>The sambar (or sambhur) deer is a large species, <emph>Cervus unicolor</emph>.</par>"
1409	T	"<par>A couple of languages (Jingpho, Phunoi) have acquired an <latinform>l-</latinform>prefix with this root, while several others have a nasal prefix which is perhaps a reduction of <xref ref=""811"">#811</xref>.</par>"
5400	T	"<par>The reflexes of this richly attested root range from velar stops to labial stops to <latinform>w-</latinform>, pointing to a complex allofamic reconstruction. The TB languages show much variation in the names of insects and other small creatures, which often run to four or more syllables. The large degree of variation to be found in such words can plausibly be ascribed to the tendency of successive generations of children to create new forms.</par><par>The nasal prefix in the PLB reconstruction accounts for the voicing of the Lahu initial. </par><par>Clearly related are <xref ref=""5408"">#5408</xref> and <xref ref=""5681"">#5681</xref>, also with voiced initials in Lahu. Polysyllabic Lahu forms like <latinform>na-gù-na-gá-pɛ̄</latinform> demonstrate that these two roots are separate.</par><par>Also possibly related is <xref ref=""5682"">#5682</xref>.</par>"
5400	F	<par><hanform>紡</hanform> OC <latinform>*pʼi̯wɑng</latinform>, GSR #740r &apos;twist, spin&apos;; Schuessler 2007:232 <latinform>*phaŋʔ</latinform>; B &amp; S 2011: <latinform>*pʰaŋʔ</latinform>; Mand. <latinform>fǎng</latinform>.</par>
705	T	"<par>This allofam is represented principally by a single WT form with honorific meaning. The source of the labial prefix remains to be discovered. Jäschke (1881:347-8) gives &apos;bow, compliment, reverence&apos; as an additional meaning. Whether this or &apos;hand&apos; is the basic meaning is reminiscent of the phenomenon in the history of English whereby a verb meaning &apos;to pray&apos; had its reference shifted by metonomy to &apos;bead used in prayer&apos;. (OE <latinform>gebed</latinform> &apos;prayer&apos; &gt; ME <latinform>bede</latinform>, <latinform>bead</latinform> &apos;prayer, prayer bead, bead&apos;)</par><par>There are also good-looking Lepcha, Limbu, and Karbi cognates, as well as a convincing Chinese comparandum.</par><par>The Karbi variant with <latinform>pak</latinform> seems basically to mean &apos;leaf&apos;, or more generally &apos;flat object&apos;. The Karbi morpheme <latinform>-pak</latinform> is glossed as &apos;num. part., flat things&apos; (Walker 1925:119). See also <xref ref=""821"">#821</xref>.</par>"
705	F	<par><hanform>臂</hanform> OC <reconstruction>*pi̯ĕg</reconstruction>, GSR #853s &apos;arm&apos;; Li 1971: <latinform>(*pjigh)</latinform>; Baxter 1992: <latinform>(*pjeks)</latinform>; B &amp; S 2011: <reconstruction>*pek-s</reconstruction>; Schuessler 2007:164; Mand. <latinform>bì</latinform>.</par><par>ZJH: The front vowel in Old Chinese would normally preclude a correspondence to PTB <reconstruction>*a</reconstruction>. However, it can be noted that the bulk of the TB evidence points to <reconstruction>*e</reconstruction>; Tibetan occasionally has (dialectally-influenced?) <latinform>ya</latinform> &lt; <reconstruction>*e</reconstruction> where we would normally expect <latinform>e</latinform>. (Tibetan also has <latinform>(y)a</latinform> &lt; PTB <reconstruction>*e</reconstruction> before dental codas, but that is not relevant here.) The comparison can stand, but only if the PTB form is reconstructed as <reconstruction>*pek</reconstruction>, which would have a number of ramifications for the TB etymology, viz.: (1) Unless reconstructed <reconstruction>*pek ⪤ *pyak</reconstruction>, the word-family connection to <reconstruction>*yak</reconstruction> ‘arm’ would be harder to maintain; (2) the Karbi form <latinform>ri-pak</latinform> would have to be attributed entirely to a separate root <reconstruction>*r-pak</reconstruction> ‘leaf’, with subsequent conflation within Karbi of <reconstruction>*pak</reconstruction> and <reconstruction>*pek</reconstruction> because of semantic and phonetic overlap. In short, the validity of this Chinese comparison is subject to the uncertainty of the PTB reconstruction stemming from the small number of identified reflexes.  </par>
2549	T	"<par>The Qiangic languages attest both of the principal roots for BAMBOO, the present root and <xref ref=""5664"">#5664</xref>.</par>"
2549	F	<par><hanform>笆</hanform> OC (<latinform>*pɑ̊</latinform>), (not in GSR #39) &apos;thorny bamboo; bamboo basketry; bamboo fence&apos;; Coblin 86:38 ST <latinform>*pr̵waɣ</latinform> &gt; OC <latinform>*prag</latinform>; Schuessler 2007:152 (<latinform>*prâ</latinform>); B &amp; S 2011: (<latinform>*pˁra</latinform>); Mand. <latinform>bā</latinform>.</par>
596	T	<par>The nasal prefix is well-attested in Loloish and Qiangic. It appears overtly in many Northern Loloish languages, and indirectly in e.g. the Lahu voiced initial.</par>
2361	T	"<par>This root could take either the <latinform>*-n</latinform> suffix (as in Sunwar, Newar, and Chinese) or the <latinform>*-t</latinform> suffix (as in Jingpho).</par><par>Many languages have binomes meaning SMOKE, where the first element is <xref ref=""2136"">#2136</xref>. This first element is sometimes &quot;prefixized&quot; to simple <latinform>m-</latinform>, as in Ergong/Daofu.</par><par>Many Loloish languages (e.g., Lahu <latinform>mû-qhɔ̂</latinform>) have a similar but different formation where the first element is from <xref ref=""2473"">#2473</xref>.</par><par>Lahu has a doublet derived from this etymon: <latinform>mû-qhɔ̂</latinform> &apos;smoke&apos; &lt; PLB <latinform>*kəw²</latinform> ⪤ <latinform>qhɔ̀ʔ-lá</latinform> &apos;ashes&apos; &lt; PLB <reconstruction>*kutᴸ</reconstruction></par>"
2361	F	<par><hanform>熏</hanform> OC <latinform>*xi̯wən~χi̯wən</latinform>, GSR #461a-c &apos;smoke, steam, ablaze&apos;; B &amp; S 2011: <latinform>*qʰun {qʰu[n]}</latinform>; Mand. <latinform>xūn</latinform>.</par>
375	T	"<par>Further support for the notion that this and the preceding etymon are related to the basic root <reconstruction>*lak</reconstruction> is provided by the parallelism of allofamy between <reconstruction>*la</reconstruction>/<reconstruction>*ya</reconstruction> and <reconstruction>*lak</reconstruction>/<reconstruction>*yak</reconstruction>. Furthermore, there are a group of forms with initial affricates in the Bodo-Garo family that are parallel to <reconstruction>*d-yak</reconstruction> or <reconstruction>*g-yak</reconstruction>. See <xref ref=""888"">#888 </xref> below.</par>"
2557	F	<par><hanform>扁</hanform> OC <latinform>*piɑn</latinform>, GSR #246a &apos;flat and thin&apos;; Schuessler 2007:165-6 <latinform>*pênʔ</latinform>; B &amp; S 2011: <latinform>*pˁenʔ {pˁe[n]ʔ}</latinform>; Mand. <latinform>biǎn</latinform>.<br /><hanform>板</hanform> OC <latinform>*pw̯ɑn</latinform>, GSR #262j &apos;plank, board&apos;; Schuessler 2007:155 <latinform>*prânʔ</latinform>; B &amp; S 2011: <latinform>*C.pˁranʔ</latinform>; Mand. <latinform>bǎn</latinform>.<br /><hanform>版</hanform> OC <latinform>*pw̯ɑn</latinform>, GSR #262k &apos;register, printing block, edition&apos;; Schuessler 2007:155 <latinform>*prânʔ</latinform>; B &amp; S 2011: (<latinform>*(pˁranʔ</latinform>); Mand. <latinform>bǎn</latinform>.</par>
1468	T	<par>This root is abundantly attested in Loloish, but has not yet been found elsewhere.</par>
239	F	<par><hanform>貧</hanform> OC <latinform>*b’i̯ən</latinform>, GSR #471v; B &amp; S 2011: <latinform>*brən {(Cə.)[b]rə[n]}</latinform>; Mand. <latinform>pín</latinform>.</par>
2573	T	<par>This root has simplex/causative allofams in at least three subgroups: cf. WT <latinform>ḥphro-ba</latinform> and <latinform>spro-ba</latinform>, Jingpho <latinform>próʔ</latinform> and <latinform>śəpróʔ</latinform>, and Sak <latinform>phroʔ</latinform> and <latinform>pru</latinform>.</par><par>The reflexes vary between <latinform>-ro-</latinform> and <latinform>-ra-</latinform>, motivating the reconstruction <latinform>-rwa-</latinform>.</par><par>Kokborok and Tsangla show medial <latinform>-y-</latinform>, while Karenic has medial <latinform>-l-</latinform>, both plausible reflexes of the complex proto-medial.</par><par>The rGyalrong form looks like a borrowing from Tibetan.</par>
627	F	<par>The following comparandum assumes a path whereby ST <latinform>*mlyəw</latinform> &gt; + <latinform>-n</latinform> &gt; PCH <latinform>*mlwən</latinform>, yielding Schuessler&apos;s OC reconstruction below:</par><par><hanform>吮</hanform> OC <latinform>*d̂’i̯wən</latinform>, GSR #468m &apos;suck, lick&apos;; Schuessler 2007:476 <latinform>*m-lunʔ</latinform>; Mand. <latinform>shǔn</latinform>.</par>
